ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
2754,PRISHTINE,Jobs,Municipal Budget plus Donation,10,"Ndertimi I aneksit te shkolles ""Gjergj Fishta""",2010,BEDI NDERTON,Podujeve,25-Mar-10,"300,000","234,138.16",Not Provided,234138.16,-0.22
2755,FERIZAJ,Jobs,Municipal Budget,26,LOT-II- Rregullimi i nxemjes qendrore ne Sh.F. _Liman Reka Prelez i Muhaxhereve.,2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,"16,000","12,483.40",Not Provided,12483.4,-0.22
2756,PRISHTINE,Services,National Budget,233,Vlersimi strategjik mjedisor per Komunen e Prishtines,2013,INTEGRAL,Kline,13-Feb-13,"10,000","7,800.00",0,7800,-0.22
2757,PRISHTINE,Supply,National Budget,148,Furnizimi me inventar per nevojat e Institucionet Shendetsore dhe sociale,2012,DUGLAS,Podujeve,18-Sep-12,"70,000","54,546.00",Not Provided,54546,-0.22
2758,PRISHTINE,Jobs,Municipal & National Budget,163,Ndertimi I murit mbrojtes ne rrugen Gjon Sereqi,2010,EURO BESI,Prishtine,13-Sep-10,"15,000","11,676.00",Not Provided,11676,-0.22
2759,PRISHTINE,Jobs,Not Provided,103,Pastrimi dhe lyerja e kthinave,2014,GLOBAL ING,Podujeve,4-Sep-14,"9,617","7,476.70",Not Provided,7476.7,-0.22
2760,PRISHTINE,Jobs,National Budget,164,Asfaltimi i rrugeve ne Rimanishte (lagja Balaj) dhe Dabishevc (lagj. Sjarinet),2013,BAGERI NPSH & GASHI IN,Ferizaj,8-Oct-13,"225,000","174,897.90",0,174897.9,-0.22
2761,FERIZAJ,Supply,Municipal Budget,86,Furnizim me elektromaterial per nevojat e Komunes se Ferizajt dhe institucioneve te tjera nen menaxhim te Komunes,2011,INTERSHPED SHPK,Ferizaj,19-Jul-11,"3,312","2,572.40",0,2572.4,-0.22
2762,PRISHTINE,Jobs,Not Provided,108,Renovimi I nyjeve sanitare dhe zhveshtoreve,2014,ANITA COM,Suhareke,4-Sep-14,"9,729","7,531.00",Not Provided,7531,-0.23
2763,PRISHTINE,Services,Municipal & National Budget,229,Servisimi I gjeneratorve,2010,FIDEA,Prishtine,30-Nov-10,"10,000","7,738.00",Not Provided,7738,-0.23
2764,HANI I ELEZIT,Services,Municipal Budget,33,Meremetimi I rruges se Pustenikut nga Lagja Meliq deri te Varrezat e Deshmoreve,2011,DINO SHPK,Lipjani,10-Oct-11,"4,500","3,480.00",0,3480,-0.23
2765,PRISHTINE,Jobs,National Budget,182,Ndertimi I QMF ne lagjen e Muhaxherve te Prishtines,2013,AL TRADE SHPK,Prishtine,19-Nov-13,"631,405","487,986.93",0,487986.93,-0.23
2766,HANI I ELEZIT,Services,National Budget,55,"Projektimi detal I objektit komunal (meremetim, ujesjslles, elektrik etj)",2011,ELEGANCA NTSH,Viti,8-Dec-11,"3,500","2,703.11",0,2703.11,-0.23
2767,HANI I ELEZIT,Services,National Budget,28,Transporti i nxenesve Ekskursion neper Kosove,2013,ARBENI TOURS NT,Ferizaj,2-Sep-13,"2,000","1,540.00",0,1540,-0.23
2768,PRISHTINE,Jobs,Not Provided,147,Rikonstruimi dhe zgjerimi I ndricimit publik ne Prishtine per vitin 2014 faza e II,2014,ELECTRA NTSH,Prishtine,21-Nov-14,"145,000","111,648.20",Not Provided,111648.2,-0.23
2769,KACANIK,Supply,National Budget,88,Furnizim me inventar per nevojat e Administrates Komunale,2013,ELAN INZHINJERING NNT,Ferizaj,10-Dec-13,"3,245","2,498.00",Not Provided,2498,-0.23
2770,PRISHTINE,Supply,National Budget,160,Furnizimi me inventar per shtepizat e femijeve ne Germi,2011,DUGLAS,Podujeve,1-Sep-11,"20,000","15,390.00",Not Provided,15390,-0.23
2771,GJAKOVE,Jobs,Donation,71,"""Ndertimi i parkut ne qender te qytetit""",2012,MONTKOMERCE,Gjakove,24-Oct-12,"80,000","61,536.40",Not Provided,61536.4,-0.23
2772,PRISHTINE,Services,National Budget,206,Ndryshimi dhe plotesimi i planit rregullativ te lagjes Lakrishte,2013,IMPACT SHPK,Shtime,12-Mar-13,"35,000","26,910.00",0,26910,-0.23
2773,FERIZAJ,Jobs,Municipal Budget,57,Ndertimi i Qendres se mjekesise Familjare ne fshatin Komogllave-Ferizaj,2014,IMPACT SHPK,Ferizaj,25-Jun-14,"130,000","99,951.00",Not Provided,99951,-0.23
2774,PRISHTINE,Supply,National Budget,214,Furnizimi me pajisje Teknologjise Informative per nevojat e QPS,2013,REA COMERCE,Prishtine,15-Feb-13,"19,200","14,748.00",0,14748,-0.23
2775,PRISHTINE,Services,National Budget,146,Ndryshimi dhe plotesimi i planit rregullativ Kalabria,2013,URBAN PLUS NPSH,Prishtine,7-Mar-13,"100,000","76,800.00",0,76800,-0.23
2776,VITI,Services,Not Provided,6,Mirmbatja verore dhe dimrore te rrugeve ne teritorin e Komunes se Vitise,2011,HAJRUSHI,Viti,13-Jun-11,"76,538","58,724.00",0,58724,-0.23
2777,HANI I ELEZIT,Supply,National Budget,8,Furnizim me medikamente per QKMF-Hani I Elezit,2013,ATOM MED NTSH,Ferizaj,14-May-13,"6,000","4,600.00",0,4600,-0.23
2778,VITI,Supply,Not Provided,8,Furnizimi me tonera per nevojat e admnistrates,2014,CONNECT,Ferizaj,1-Apr-14,"9,990","7,651.10",0,7651.1,-0.23
2779,PRISHTINE,Jobs,Not Provided,180,Ndertimi I rruges Naser Hajrizi,2014,TOIFOR,Prishtine,6-Jan-15,"169,590","129,873.70",Not Provided,129873.7,-0.23
2780,HANI I ELEZIT,Supply,National Budget,20,Furnizim me material ushqimor dhe pije te ndryshme per nevojat e administrates komunale,2014,PRENI COMERCE DPT,Hani I Elezit,6-Jun-14,"2,500","1,912.05",0,1912.05,-0.24
2781,PRISHTINE,Services,National Budget,36,Projekti i veterines mobile,2012,SPANA,Prishtine,12-Apr-12,"34,000","26,000.00",Not Provided,26000,-0.24
2782,HANI I ELEZIT,Jobs,National Budget plus Donation,10,Shtrimi me kubeza betoni nga Lagjja e Krasniqeve deri te shkolla Keshtjella e Dituris _,2012,ZUKA COMERCE SHPK,Gjilan,28-Jun-12,"39,000","29,724.00",0,29724,-0.24
2783,PRISHTINE,Jobs,Municipal & National Budget,33,Pastrimi dhe larja e rrugeve e trotuareve - pjesa e III-te,2010,TOIFOR,Prishtine,2-Apr-10,"90,000","68,567.68",Not Provided,68567.68,-0.24
2784,VITI,Jobs,Not Provided,27,Riparimi i rrugeve bujqesore,2011,VISION PROJECT,Gjilan,11-Jul-11,"60,000","45,680.00",0,45680,-0.24
2785,PRISHTINE,Supply,Municipal & National Budget,53,"Rregullimi I ujesjellesit ne shkollen fillore ""Emin Duraku""",2010,RAKETA,Prishtine,25-May-10,"3,500","2,662.50",Not Provided,2662.5,-0.24
2786,FERIZAJ,Jobs,Municipal Budget,48,"Rregulli i dritareve dhe nxemjes ne shkollen fillore _Bilall Shala ne fshatin Lloshkobare, Komuna Ferizaj.",2014,AR DRITI NTSH,Ferizaj,6-Jun-14,"50,000","37,997.00",Not Provided,37997,-0.24
2787,PRISHTINE,Jobs,National Budget,57,Rregullimi I vendeve te kontejnereve,2012,NDERTIMTARI,Podujeve,11-Jun-12,"60,000","45,553.11",Not Provided,45553.11,-0.24
2788,FERIZAJ,Jobs,National Budget,165,Asfaltimi i rruges ne Talinoc te Jerlive - projekt dyvjeqar.,2013,STRASSEN & TIEFBAU NNP,Ferizaj,26-Nov-13,"65,000","49,303.20",Not Provided,49303.2,-0.24
2789,PRISHTINE,Jobs,National Budget,50,Ndertimi I shkolles Ali Kelmendi ne Barileve,2012,OLTI TRASING,Prishtine,29-Jun-12,"1,000,000","758,473.94",Not Provided,758473.94,-0.24
2790,PRISHTINE,Jobs,National Budget,160,Rregullimi dhe ndertimi i tregut te kombinuar - faza e II-te,2013,EUROPA PARTNERS,Prishtine,22-Nov-13,"150,000","113,662.30",0,113662.3,-0.24
2791,PRISHTINE,Jobs,Not Provided,37,Ndarja e zyres se plani0f. ne katin e dhe hapes. pale ne katin perdhese ne Komunen e re,2014,BREZI KUFITAR,Podujeve,6-Jun-14,"10,000","7,575.22",Not Provided,7575.22,-0.24
2792,PRISHTINE,Jobs,Municipal & National Budget,40,Asfaltimi I rruges ne Trude,2010,ALKO IMPEX,Prishtine,25-May-10,"200,000","151,265.92",Not Provided,151265.92,-0.24
2793,PRISHTINE,Services,National Budget,11,Hartimi I projekteve kryesore per disa rruge rurale,2011,3D PROJEKT,Prishtine,21-Apr-11,"25,000","18,900.00",Not Provided,18900,-0.24
2794,PRISHTINE,Services,National Budget,21,Hartimi I planit rregullues prishtina ne Zona Perendim,2012,APE & IVANISIN KA,Prishtine,23-Jan-12,"100,000","75,600.00",Not Provided,75600,-0.24
2795,PRISHTINE,Jobs,Not Provided,178,Rindertimi i rrugeve me asfalt dhe kubeza ne lagjen Mat,2014,ESKAVATORI COMPANY,Ferizaj,7-Mar-14,"200,000","151,002.00",Not Provided,151002,-0.24
2796,VITI,Jobs,Not Provided,56,Ndertimi i urave ne fshatin Zhiti,2011,ENGRUP SHPK,Prishtine,21-Oct-11,"10,000","7,548.86",0,7548.86,-0.25
2797,PRISHTINE,Jobs,National Budget,85,Ndertimi i disa rrugeve ne Hajvali dhe Tasligje,2013,GERLICA COMPANY SHPK,Ferizaj,19-Jul-13,"100,702","76,000.00",0,76000,-0.25
2798,PRISHTINE,Design Contest,Not Provided,10,Hartimi I projektit te pllatos te Kurrizi ne lagjen Dardania,2014,SMART PROJEKT,Prishtine,10-Jul-14,"15,000","11,320.00",Not Provided,11320,-0.25
2799,PRISHTINE,Jobs,National Budget,110,Rikonstruimi dhe gelqerosja e disa shkollave - grupi i pare-pjesa e III-te,2013,REXHA,Prishtine,22-Jul-13,"114,666","86,512.00",0,86512,-0.25
2800,PRISHTINE,Supply,Not Provided,96,Furnizimi me qumesht UHT per punetoret e Arkivit te Komunes dhe Brigaden e Zjarrefikesve,2014,DEVOLLI,Prishtine,14-Oct-14,"30,000","22,629.37",Not Provided,22629.37,-0.25
2801,PRISHTINE,Services,Not Provided,205,"Dekorimi I sheshit "" Ibrahim Rugova "", "" Bulevardi Nena Terez "" dhe "" Zahir Pajaziti "" per vitn 2015",2014,PERLA EVENTS,Prishtine,23-Dec-14,"10,000","7,537.90",Not Provided,7537.9,-0.25
2802,GJAKOVE,Jobs,National Budget,18,_Ndertimi i lapidarit te lirise ne parkun e qytetit,2014,ROMA 1 & 2K-PLUS,Gjakove,11-Jul-14,"76,572","57,515.57",Not Provided,57515.57,-0.25
2803,PRISHTINE,Services,National Budget,207,Ndryshimi dhe plotesimi i planit rregullativ ne lagjen Arberia 3,2013,URBAN PLUS NPSH,Prishtine,7-Mar-13,"47,000","35,280.00",0,35280,-0.25
2804,PRISHTINE,Jobs,National Budget,89,Mirembajtja verore e rrugeve rurale,2013,DARDANIA,Prishtine,11-Jun-13,"80,000","60,025.00",0,60025,-0.25
2805,PRISHTINE,Jobs,National Budget,43,"Fasadimi I ndertesave ne rrugen ""A Ramadani"", ""Q. Hogja""dhe ""T Ismaili""",2011,BENI CONSTRUCTION NN,Viti,26-Apr-11,"200,000","150,042.40",Not Provided,150042.4,-0.25
2806,PRISHTINE,Jobs,National Budget,48,Mirembajtja e siperfaqeve gjelbruese,2011,HORTIKULTURA,Prishtine,31-Mar-11,"600,000","450,000.00",Not Provided,450000,-0.25
2807,PRISHTINE,Supply,National Budget,73,Furnizimi I byfese me mallra - kornize,2011,BINA COM,Prishtine,30-Jun-11,"20,000","15,000.00",Not Provided,15000,-0.25
2808,FERIZAJ,Services,Not Provided,64,Trajtimi qeneve endacak-Ferizaj.,2014,VETERINA FARM NSH,Ferizaj,15-Jul-14,"20,000","15,000.00",Not Provided,15000,-0.25
2809,GJAKOVE,Jobs,Municipal Budget,43,_Ndertimi i AMF-se ne fshatin Ramoc,2013,KORBEN,Gjakove,13-Sep-13,"53,374","40,026.15",Not Provided,40026.15,-0.25
2810,PRISHTINE,Supply,National Budget,246,Furnizimi me material didaktik per Institucionet Parashkollore,2012,KGT,Prishtine,4-Jan-12,"25,000","18,735.34",Not Provided,18735.34,-0.25
2811,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 5,2014,INFRA PLUS,Prishtine,1-Jul-14,"4,600","3,446.60",Not Provided,3446.6,-0.25
2812,VITI,Jobs,Not Provided,12,"Rregullimi i rrethojave te shkollave fillore:Fshati Ri, Qifllak dhe Sllatina e Eperme",2012,SHKELQIMI PROJEKT,Viti,21-May-12,"35,000","26,221.38",0,26221.38,-0.25
2813,VITI,Jobs,Not Provided,23,Ndertimi i fushes sportive dhe stazes se vrapimit ne fshatin Skifteraj,2014,ATC COM NNP,Kacanik,6-Jun-14,"36,000","26,961.00",0,26961,-0.25
2814,PRISHTINE,Jobs,National Budget,177,"Rregullimi i oborrit te shkolles ""Nexhmi Mustafa"" - Besi - PNF Prugovc",2012,GASHI ING,Suhareke,18-Oct-12,"70,000","52,396.00",Not Provided,52396,-0.25
2815,HANI I ELEZIT,Supply,National Budget,13,Furnizimi me gypa te ujesjellsit dhe montimi I I tyre ne ujesjellsin e qytetit,2011,BERISHA COMPANY SHA,Ferizaj,7-Jun-11,"3,000","2,244.00",0,2244,-0.25
2816,PRISHTINE,Jobs,Municipal & National Budget,169,Ndertimi I trafostacionit ne Bardhosh,2010,MONTEN,Prishtine,6-Sep-10,"30,000","22,438.00",Not Provided,22438,-0.25
2817,PRISHTINE,Jobs,National Budget,28,Sanimi I gropave ne rruget e qytetit,2011,STRASSEN & TIEFBAU NNP,Ferizaj,21-Apr-11,"300,000","224,095.00",Not Provided,224095,-0.25
2818,FERIZAJ,Jobs,Municipal Budget,52,"Ndertimi i salles se edukates fizike ne sh.f.""Tefik _anga"" ne Ferizaj",2014,_$ COMERCE NTSH,Ferizaj,18-Jun-14,"250,000","186,745.45",Not Provided,186745.45,-0.25
2819,VITI,Supply,Not Provided,12,Furnizim me autovetura,2011,PORSHE KOSOVA,Ferizaj,9-Jun-11,"40,000","29,875.00",0,29875,-0.25
2820,PRISHTINE,Supply,National Budget,212,Furnizimi me material higjenik dhe edukativ per I. Parashkollore - Pj. II-te,2012,KGT,Prishtine,14-Dec-12,"30,000","22,398.90",Not Provided,22398.9,-0.25
2821,FERIZAJ,Jobs,National Budget,99,"Rregullimi i kulmit dhe nxemjes qendrore ne shkollen fillore ne Fshatin Koshare, Komuna Ferizaj",2012,AR DRITI NTSH,Ferizaj,7-Aug-12,"39,000","29,112.81",0,29112.81,-0.25
2822,FERIZAJ,Jobs,Not Provided,81,Asfaltimi I rruges kryesore ne f.Cernille,2014,STRASSEN & TIEFBAU NNP,Ferizaj,12-Aug-14,"45,000","33,586.65",Not Provided,33586.65,-0.25
2823,PRISHTINE,Jobs,National Budget,70,Mirembajtja e ndriqimit publik ne rruget e Prishtines - pjesa e I-re,2012,MVR ELEKTRO-ELEN,Prishtine,30-Jul-12,"70,000","52,242.50",Not Provided,52242.5,-0.25
2824,PRISHTINE,Jobs,National Budget,158,"Rikonstruimi i rrugeve H.Abdullahu, F.Draga, dhe M. Kukullari",2013,ALCON,Prishtine,18-Oct-13,"272,000","202,579.30",0,202579.3,-0.26
2825,PRISHTINE,Jobs,National Budget,101,Ndertimi I shkolles ne fshatin Llajshec,2011,BENI CONSTRUCTION NN,Viti,15-Jul-11,"160,000","119,156.28",Not Provided,119156.28,-0.26
2826,PRISHTINE,Supply,National Budget,124,Furnizimi me inventar per shkolla,2013,DUGLAS,Podujeve,14-Aug-13,"300,000","223,334.70",0,223334.7,-0.26
2827,PRISHTINE,Supply,Not Provided,52,Furnizimi me material stomatologjik-LOT 1,2014,KOSLABOR,Suhareke,1-Dec-14,"81,316","60,511.00",Not Provided,60511,-0.26
2828,VITI,Services,Not Provided,66,Shtrirja e rrjetit gjeodezik,2011,GEO MAP,Prishtine,8-Nov-11,"25,000","18,603.00",0,18603,-0.26
2829,FERIZAJ,Services,Municipal & National Budget,82,Hartimi i strategjise se Zhvillimit Ekonomik,2012,UBT SHPK,Prishtine,25-Jul-12,"60,000","44,618.00",0,44618,-0.26
2830,FERIZAJ,Jobs,Not Provided,110,Ndertimi I 5(pese) shtepiveper raste sociale,2014,EURO BETON NPT,Ferizaj,8-Oct-14,"86,071","63,939.60",Not Provided,63939.6,-0.26
2831,HANI I ELEZIT,Services,Municipal & National Budget,24,Furnizimi dhe montimi i pusetave ne rrugen e fsh.Paldenic _,2013,ESKAVATORI SHPK,Ferizaj,17-Jul-13,"2,000","1,485.00",Not Provided,1485,-0.26
2832,VITI,Supply,Not Provided,60,Furnizimi me kompjutera dhe pajisje tjera,2014,COMTRADE COMPUTER,Prishtine,24-Sep-14,"9,900","7,346.00",0,7346,-0.26
2833,GJAKOVE,Supply,National Budget,20,_Digjitalizimi i Administrates Komunale Pj.I-re:Furnizim me kamera mbikqyrese ,2014,E-CONECT,Prishtine,11-Jul-14,"7,402","5,491.42",Not Provided,5491.42,-0.26
2834,PRISHTINE,Jobs,Not Provided,102,Punimi I rrethojes dhe gardhit te shkalleve ne stadionin e qytetit te Prishtines,2014,GLOBAL ING,Podujeve,1-Sep-14,"9,925","7,360.00",Not Provided,7360,-0.26
2835,PRISHTINE,Jobs,National Budget,93,Ndertimi i ambulantes shendetsore ne Keqekolle,2013,DEKOR,Podujeve,20-Jun-13,"150,000","111,197.71",0,111197.71,-0.26
2836,FERIZAJ,Jobs,Municipal Budget,27,LOT-III- Rregullimi i nxemjes qendrore ne Sh.F. _Liman Reka Surqine.,2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,"15,000","11,115.00",Not Provided,11115,-0.26
2837,FERIZAJ,Supply,Municipal & National Budget,7,"Furnizimi me material shpenzues per nevojat e Administrates Komunale, shkollave, QKMF, QPS dhe BZ ne Ferizaj",2013,PRO MIX NPT,Ferizaj,19-Feb-13,"70,000","51,776.30",0,51776.3,-0.26
2838,GJAKOVE,Jobs,Municipal Budget,22,"""Ndrtimi -Asfaltimi I rruges ne fshatin Dobrigje""",2013,JOOS KRASNIQI BAZE,Junik,13-Jun-13,"259,919","192,176.00",Not Provided,192176,-0.26
2839,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 4,2014,PRO ING,Prishtine,1-Jul-14,"3,300","2,438.00",Not Provided,2438,-0.26
2840,PRISHTINE,Services,National Budget,37,Percaktimi i pjellorise se tokes,2012,AGRO VET,Fushe Kosove,19-Apr-12,"40,000","29,525.00",Not Provided,29525,-0.26
2841,PRISHTINE,Jobs,National Budget,46,Ndertimi i shkolles ne Arberi,2013,REXHA,Prishtine,4-Sep-13,"1,000,000","737,832.96",0,737832.96,-0.26
2842,HANI I ELEZIT,Services,Municipal Budget,27,"Projekti detal - rruga e te perndjekureve, projektimi I kanalizimit nga pompa Unio Comerce deri te gropa septike dhe disa matje gjeodezike per nevoja te komunes",2013,GEODATA NPSH,Kacanik,20-Sep-13,"4,000","2,950.00",0,2950,-0.26
2843,PRISHTINE,Services,National Budget,214,Sherbimet e pastrimit te Objektit te Ri Komunal,2012,MSS,Prishtine,1-Feb-12,"60,000","44,219.88",Not Provided,44219.88,-0.26
2844,PRISHTINE,Jobs,National Budget,33,"Mirembajtja dhe rregullimi i fontanave, krojeve dhe monumenteve",2013,C4A & DEKORI,Prishtine,3-Apr-13,"40,000","29,405.00",0,29405,-0.26
2845,PRISHTINE,Jobs,National Budget,166,Zgjerimi i ndriqimit publik ne 3 fshatra dhe pastrimi i varrezave ortodokse,2013,ABB,Fushe Kosove,15-Nov-13,"30,000","22,037.00",0,22037,-0.27
2846,PRISHTINE,Services,Municipal & National Budget,57,"Hartimi I projekteve per rruget ""A.Krasniqi"" dhe ""E. Rexha""",2010,EN GROUP,Prishtine,25-May-10,"20,000","14,691.18",Not Provided,14691.18,-0.27
2847,PRISHTINE,Jobs,National Budget,147,Ndertimi i rruges prej KFOR-it Suedez ne Hajvali deri te trafoja,2013,BAGERI NPSH,Ferizaj,4-Oct-13,"141,573","103,971.50",0,103971.5,-0.27
2848,PRISHTINE,Supply,National Budget,216,Furnizimi me libra per Biblioteken e qytetit dhe shkollat e Prishtines,2012,ARTINI,Prishtine,19-Jul-12,"45,000","33,030.01",Not Provided,33030.01,-0.27
2849,HANI I ELEZIT,Supply,National Budget,2,"Furnizim me material higjienik per administraten komunale, zjarrfiksat, shkollat, Agjensionin Pyjor Komunal dhe QKMF-Hani I Elezit",2013,ATLLAS NTP,Hani I Elezit,6-Mar-13,"10,000","7,326.51",0,7326.51,-0.27
2850,PRISHTINE,Jobs,National Budget,73,Rindertimi i rrugeve ne lagjet Janina dhe Qendresa,2013,DIMI BAU,Lipjani,27-May-13,"376,000","275,437.00",0,275437,-0.27
2851,PRISHTINE,Supply,National Budget,238,Furnizimi me material didaktik per shkolla,2012,KGT,Prishtine,28-May-12,"50,000","36,624.58",Not Provided,36624.58,-0.27
2852,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 7,2014,INFRA PLUS,Prishtine,1-Jul-14,"2,000","1,462.50",Not Provided,1462.5,-0.27
2853,PRISHTINE,Services,National Budget,179,Mirembajtja dimrore e rrugeve rurale,2012,DARDANIA,Prishtine,2-Nov-12,"100,000","72,886.25",Not Provided,72886.25,-0.27
2854,PRISHTINE,Supply,National Budget,195,Dekorimi I Qytetit per festat e fund vitit,2013,EL TRAFOMONT,Fushe Kosove,27-Nov-13,"86,200","62,800.00",0,62800,-0.27
2855,PRISHTINE,Jobs,National Budget,23,"Ndertimi I rruges "" Rimanishte"" -Siceve -faza e pare",2011,REXHA,Prishtine,18-Apr-11,"100,000","72,826.86",Not Provided,72826.86,-0.27
2856,FERIZAJ,Supply,Municipal Budget,32,Furnizimi I fermereve me fidane te vishnjeve,2013,BESJANA G,Ferizaj,22-Apr-13,"25,000","18,200.00",Not Provided,18200,-0.27
2857,PRISHTINE,Jobs,National Budget,92,Rregullimi i oborrit te dhkolles fillore Hasan Prishtina,2013,EING COM&LONI,Prishtine,24-Jun-13,"60,000","43,676.21",0,43676.21,-0.27
2858,PRISHTINE,Jobs,National Budget,104,Mirembajtja verore e rrugeve rurale,2012,DARDANIA,Prishtine,6-Aug-12,"70,000","50,925.00",Not Provided,50925,-0.27
2859,PRISHTINE,Supply,National Budget,234,Ri instalimi i ormaneve te ndricimit publik ne qytetitn e Prishtines viti 2013,2013,ELTRISI NTP,Prishtine,25-Jan-13,"70,000","50,833.00",0,50833,-0.27
2860,VITI,Services,Not Provided,55,Mirmbajtja e pajisjeve kompjuterike,2013,PUNA,Viti,14-Nov-13,"11,000","7,963.00",0,7963,-0.28
2861,VITI,Supply,Not Provided,37,Furnizimi me dru per djegje per nevojat e shkollave dhe QKMF-s,2014,BUJARI & KEMI,Viti,15-Sep-14,"115,000","83,200.00",0,83200,-0.28
2862,GJAKOVE,Jobs,Municipal Budget,42,_Ndertimi i AMF-se ne fshatin Novoselle e Ulet ,2013,KORBEN,Gjakove,13-Sep-13,"53,374","38,607.05",Not Provided,38607.05,-0.28
2863,FERIZAJ,Jobs,Municipal Budget,25,"Rregullimi i nxemjeve qendrore ne tri shkollat e Komunes se Ferizajt.
LOT-I- Rregullimi i nxemjes qendrore ne Sh.F. _Ismajl Qemali Prelez i Jerlive.",2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,"16,342","11,799.00",Not Provided,11799,-0.28
2864,PRISHTINE,Jobs,National Budget,115,"Kryerja e punimeve elektrike, ujesjellesit dhe ventilimit ne garazhat e zjarr.",2011,BREZI KUFITAR,Podujeve,25-Jul-11,"15,000","10,810.42",Not Provided,10810.42,-0.28
2865,VITI,Jobs,Not Provided,24,NDeRTIMI I KANALIZIMIT DHE ASFALTIMI Ne RRUGeN SHEDRIF FRANGU DHE H.A.KORQA,2011,ENGRUP SHPK,Prishtine,15-Jul-11,"50,000","36,000.00",0,36000,-0.28
2866,GJAKOVE,Jobs,Municipal Budget,28,_Renovimi i nyjeve sanitare ne konviktin _S.Stavileci ,2014,VIZION PLUS,Gjakove,25-Jun-14,"3,800","2,735.00",Not Provided,2735,-0.28
2867,PRISHTINE,Jobs,National Budget,111,Rregullimi i shtigjeve per kembesor ne parqet e Prishtines,2012,VAKAL,Podujeve,13-Aug-12,"40,000","28,764.00",Not Provided,28764,-0.28
2868,PRISHTINE,Jobs,Municipal & National Budget,74,Rregullimi i lokacionit per ndertimin e ambulances ne Sharban,2010,DKG,Prishtine,31-May-10,"20,000","14,355.98",Not Provided,14355.98,-0.28
2869,PRISHTINE,Supply,National Budget,198,Shtrirja e rrjetit kompjuterik (Lag) ne Komunen e re - Drejtoria e Kadastrit,2012,ELTING ELETRONICS,Prishtine,23-Nov-12,"15,000","10,719.16",Not Provided,10719.16,-0.29
2870,HANI I ELEZIT,Services,Municipal Budget,39,Rregullimi i dhom _s p _r ngrohjen qendrore t _ QKMF-s _ Hani i Elezit,2014,KRAS SHPK,Hani I Elezit,4-Dec-14,"3,200","2,286.00",0,2286,-0.29
2871,HANI I ELEZIT,Services,National Budget,12,"Sigurimi dhe regjistrimi I veturave te Administrates, QKMF-se dhe Sherbimit te Zjarrfiksave - kontrat _ 1 vje _are",2013,ELSIG,Prishtine,24-Jun-13,"5,000","3,569.81",0,3569.81,-0.29
2872,VITI,Jobs,Not Provided,28,Ndertimi i katit te dyte i shkolles fillore ne fshatin Ramjan,2011,ANRA SHPK,Prishtine,12-Jul-11,"50,000","35,689.29",0,35689.29,-0.29
2873,PRISHTINE,Jobs,National Budget,185,"renovimi I zhveshtores, strehimores Bajram Curri dhe WC publike",2013,ZHVILLIMI & LLAMAR,Podujeve,26-Nov-13,"80,000","57,080.80",0,57080.8,-0.29
2874,VITI,Jobs,Not Provided,52,Meremetimet ne objektin e QKMF-s ne Viti,2014,PRO&CO GROUP,Viti,9-Oct-14,"13,752","9,800.00",0,9800,-0.29
2875,PRISHTINE,Supply,National Budget,170,Furnizimi dhe montimi I xhamave per shkollat e Komunes se Prishtines,2011,FLLOT,Prishtine,5-Oct-11,"40,000","28,500.00",Not Provided,28500,-0.29
2876,PRISHTINE,Jobs,National Budget,29,"Ndertimi I pjeses te rruges ""N.Perlleshi""prej rruges"" M.Fejza "" deri te QMF",2011,INTEGRAL MILENIUM,Prishtine,12-May-11,"200,000","142,191.91",Not Provided,142191.91,-0.29
2877,PRISHTINE,Services,National Budget,12,"Hartimi I projektit te rrugeve ""M.Fejza"" dhe ""Trepca""",2011,AKHM PROJEJ,Prishtine,20-Jun-11,"20,000","14,200.00",Not Provided,14200,-0.29
2878,PRISHTINE,Services,National Budget,19,Hartimi I planit rregullues Prishtina ne Zona Qender,2012,INTECH,Prishtine,23-Jan-12,"100,000","70,920.00",Not Provided,70920,-0.29
2879,FERIZAJ,Jobs,Not Provided,80,Asfaltimi I rruges ne f.Varosh L.Xhamise,2014,KOSOVA ASFALT NTS,Ferizaj,12-Aug-14,"65,000","46,067.60",Not Provided,46067.6,-0.29
2880,PRISHTINE,Supply,National Budget,202,Dekorimi i qytetit per festat e fund vitit,2012,EL TRAFOMONT,Prishtine,21-Nov-12,"60,000","42,400.00",Not Provided,42400,-0.29
2881,FERIZAJ,Jobs,Municipal Budget,58,Asfaltimi-vazhdimi i rruges kryesore ne fsh. Papaz-Ferizaj.,2014,RAHOVICA COMERC NTP,Ferizaj,30-Jun-14,"65,000","45,790.36",Not Provided,45790.36,-0.3
